0; 0
0.02096774193548387; 0.04339622641509422
0.043548387096774194; 0.0943396226415093
0.07096774193548386; 0.15094339622641495
0.09516129032258064; 0.20188679245283003
0.13548387096774192; 0.2716981132075469
0.18064516129032257; 0.34150943396226396
0.23225806451612904; 0.4169811320754715
0.2725806451612903; 0.47358490566037703
0.32741935483870965; 0.5490566037735846
0.3709677419354839; 0.6075471698113204
0.4258064516129032; 0.6679245283018864
0.503225806451613; 0.7245283018867921
0.5548387096774193; 0.7622641509433958
0.6193548387096774; 0.8075471698113204
0.6806451612903226; 0.8509433962264146
0.7306451612903225; 0.8811320754716976
0.7887096774193548; 0.9094339622641504
0.8612903225806451; 0.945283018867924
0.9338709677419353; 0.9792452830188674
0.9822580645161291; 0.9981132075471693
1; 1
